"Product","Status","5K Pricing","CPU Speed (MIPS)","Program Memory (KB)","Auxiliary Flash (KB)","RAM (Bytes)","EEPROM (Bytes)","I/O Pins","Pin count","Hardware RTCC","DMA Channels","nanoWatt XLP","Vbat","Comparators","ADC Modules","Total ADC Channels","ADC Mode-1 (bits)","ADC Mode-1 (ksps)","ADC Mode-2 (bits)","ADC Mode-2 (ksps)","Hardware Cap Voltage Divider (CVD)","DAC Modules","DAC Outputs","DAC bits","OpAmps","CTMU","UART","SPI","I2C","I2S","CLC","PTG","PPS","# USB Modules","# of CAN Modules","LIN","IrDA","Input Capture","Max. PWM Outputs","PWM Time Bases","PWM Resolution (bits)","PWM Resolution (ns)","Quadrature Encoder Interface (QEI)","Segment LCD","Graphics Controller","HW Encryption","Parallel Port","Max 8bit Timers","Max 16bit Timers","Max 32bit Timers","Temperature Min","Temperature Max","Operation Voltage Min","Operation Voltage Max","Packages"
"dsPIC33FJ32MC302","In Production ","$2.87","40","32","0","4096","0","21","28","No","0","No","False","2","1","6","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ32MC304","In Production ","$3.12","40","32","0","4096","0","35","44","No","0","No","False","2","1","9","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ64GP202","In Production ","$3.12","40","64","0","8192","0","21","28","No","8","No","False","2","1","10","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","4","2","16","25","0","0","No","No","PMP","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ64GP204","In Production ","$3.29","40","64","0","8192","0","35","44","No","8","No","False","2","1","13","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","4","2","16","25","0","0","No","No","PMP","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ64GP206A","In Production ","$3.39","40","64","0","8192","0","53","64","No","8","No","False","0","1","18","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","0","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ64GP306A","In Production ","$3.53","40","64","0","16384","0","53","64","No","8","No","False","0","1","18","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","0","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ64GP310A","In Production ","$3.99","40","64","0","16384","0","85","100","No","8","No","False","0","1","32","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","0","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","100/TQFP"
"dsPIC33FJ64GP706A","In Production ","$4.14","40","64","0","16384","0","53","64","No","8","No","False","0","2","18","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","2","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ64GP708A","In Production ","$4.44","40","64","0","16384","0","69","80","No","8","No","False","0","2","24","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","2","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","80/TQFP"
"dsPIC33FJ64GP710A","In Production ","$4.61","40","64","0","16384","0","85","100","No","8","No","False","0","2","32","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","2","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","100/TQFP"
"dsPIC33FJ64GP802","In Production ","$3.42","40","64","0","16384","0","21","28","No","8","No","False","2","1","10","12","500","10","1100","False","2","2","16","0","No","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","4","2","16","12","0","0","No","No","PMP","0","5","2","-40","150","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ64GP804","In Production ","$3.65","40","64","0","16384","0","35","44","No","8","No","False","2","1","13","12","500","10","1100","False","2","2","16","0","No","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","4","2","16","12","0","0","No","No","PMP","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ64MC202","In Production ","$3.29","40","64","0","8192","0","21","28","No","8","No","False","2","1","6","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ64MC204","In Production ","$3.39","40","64","0","8192","0","35","44","No","8","No","False","2","1","9","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ64MC506A","In Production ","$3.84","40","64","0","8192","0","53","64","No","8","No","False","0","1","16","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","150","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ64MC508A","In Production ","$4.14","40","64","0","8192","0","69","80","No","8","No","False","0","1","16","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","125","3","3.6","80/TQFP"
"dsPIC33FJ64MC510A","In Production ","$4.33","40","64","0","8192","0","85","100","No","8","No","False","0","1","24","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","125","3","3.6","100/TQFP"
"dsPIC33FJ64MC706A","In Production ","$4.21","40","64","0","16384","0","53","64","0","8","No","False","0","2","16","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ64MC710A","In Production ","$4.91","40","64","0","16384","0","85","100","0","8","No","False","0","2","24","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","2","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","125","3","3.6","100/TQFP"
"dsPIC33FJ64MC802","In Production ","$3.50","40","64","0","16384","0","21","28","No","8","No","False","2","1","6","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","150","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ64MC804","In Production ","$3.89","40","64","0","16384","0","35","44","No","8","No","False","2","1","9","12","500","10","1100","False","2","2","16","0","No","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","150","3","3.6","44/QFN 44/TQFP"
"PIC24F04KA200","In Production ","$1.00","16","4","0","512","0","12","14","No","0","Yes","False","2","1","7","10","500","0","0","False","0","0","0","0","Yes","1","1","1","0","0","False","No","0","0","Yes","Yes","1","1","1","16","62","0","0","No","No","GPIO","0","3","1","-40","125","1.8","3.6","14/PDIP 14/TSSOP"
"PIC24F04KA201","In Production ","$1.06","16","4","0","512","0","18","20","No","0","Yes","False","2","1","9","10","500","0","0","False","0","0","0","0","Yes","1","1","1","0","0","False","No","0","0","Yes","Yes","1","1","1","16","62","0","0","No","No","GPIO","0","3","1","-40","125","1.8","3.6","20/PDIP 20/QFN 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F04KL100","In Production ","$0.80","16","4","0","512","0","12","14","No","0","Yes","False","1","0","0","0","0","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","Yes","Yes","2","2","2","10","15","0","0","No","No","GPIO","1","2","1","-40","85","1.8","3.6","14/PDIP 14/TSSOP"
"PIC24F04KL101","In Production ","$0.84","16","4","0","512","0","17","20","No","0","Yes","False","1","0","0","0","0","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","Yes","Yes","2","2","2","10","15","0","0","No","No","GPIO","1","2","1","-40","85","1.8","3.6","20/PDIP 20/QFN 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F08KA101","In Production ","$1.44","16","8","0","1536","512","18","20","No","0","Yes","False","2","1","9","10","500","0","0","False","0","0","0","0","Yes","2","1","1","0","0","False","No","0","0","Yes","Yes","1","1","1","16","62","0","0","No","No","GPIO","0","3","1","-40","125","1.8","3.6","20/PDIP 20/QFN 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F08KA102","In Production ","$1.51","16","8","0","1536","512","24","28","No","0","Yes","False","2","1","9","10","500","0","0","False","0","0","0","0","Yes","2","1","1","0","0","False","No","0","0","Yes","Yes","1","1","1","16","62","0","0","No","No","GPIO","0","3","1","-40","125","1.8","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F08KL200","In Production ","$1.16","16","8","0","512","0","12","14","No","0","Yes","False","1","1","7","10","500","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","Yes","Yes","2","2","2","10","15","0","0","No","No","GPIO","1","2","1","-40","85","1.8","3.6","14/PDIP 14/TSSOP"
"PIC24F08KL201","In Production ","$1.17","16","8","0","512","0","17","20","No","0","Yes","False","1","1","12","10","500","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","Yes","Yes","2","2","2","10","15","0","0","No","No","GPIO","1","2","1","-40","85","1.8","3.6","20/PDIP 20/QFN 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F08KL301","In Production ","$1.01","16","8","0","1024","256","18","20","No","0","Yes","False","2","0","0","0","0","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","3","6","3","10","15","0","0","No","No","GPIO","2","2","1","-40","85","1.8","3.6","20/PDIP 20/QFN 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F08KL302","In Production ","$1.05","16","8","0","1024","256","24","28","No","0","Yes","False","2","0","0","0","0","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","3","6","3","10","15","0","0","No","No","GPIO","2","2","1","-40","85","1.8","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F08KL401","In Production ","$1.36","16","8","0","1024","512","18","20","No","0","Yes","False","2","1","12","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","3","6","3","10","15","0","0","No","No","GPIO","2","2","1","-40","85","1.8","3.6","20/PDIP 20/QFN 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F08KL402","In Production ","$1.40","16","8","0","1024","512","24","28","No","0","Yes","False","2","1","12","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","3","6","3","10","15","0","0","No","No","GPIO","2","2","1","-40","85","1.8","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F08KM101","In Production ","$1.68","16","8","0","1024","512","18","20","No","0","Yes","False","1","1","16","12","100","10","200","False","0","0","0","0","Yes","1","1","1","0","1","False","No","0","0","Yes","Yes","2","7","2","16","62","0","0","No","No","GPIO","0","5","2","-40","125","1.8","5.5","20/PDIP 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F08KM102","In Production ","$1.75","16","8","0","1024","512","24","28","No","0","Yes","False","1","1","19","12","100","10","200","False","0","0","0","0","Yes","1","1","1","0","1","False","No","0","0","Yes","Yes","2","7","2","16","62","0","0","No","No","GPIO","0","5","2","-40","125","1.8","5.5","28/SOIC 300mil 28/SPDIP"
"PIC24F08KM202","In Production ","$1.79","16","8","0","2048","512","24","28","No","0","Yes","False","3","1","19","12","100","10","200","False","2","2","8","2","Yes","2","2","2","0","2","False","No","0","0","Yes","Yes","5","16","5","16","62","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F08KM204","In Production ","$2.06","16","8","0","2048","512","38","44","No","0","Yes","False","3","1","22","12","100","10","200","False","2","2","8","2","Yes","2","2","2","0","2","False","No","0","0","Yes","Yes","5","16","5","16","62","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","44/QFN 44/TQFP 48/UQFN"
"PIC24F16KA101","In Production ","$1.51","16","16","0","1536","512","18","20","No","0","Yes","False","2","1","9","10","500","0","0","False","0","0","0","0","Yes","2","1","1","0","0","False","No","0","0","Yes","Yes","1","1","1","16","62","0","0","No","No","GPIO","0","3","1","-40","125","1.8","3.6","20/PDIP 20/QFN 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F16KA102","In Production ","$1.58","16","16","0","1536","512","24","28","No","0","Yes","False","2","1","9","10","500","0","0","False","0","0","0","0","Yes","2","1","1","0","0","False","No","0","0","Yes","Yes","1","1","1","16","62","0","0","No","No","GPIO","0","3","1","-40","125","1.8","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil 128/LQFP"
"PIC24F16KA301","In Production ","$1.86","16","16","0","2048","512","18","20","No","0","Yes","False","3","1","12","12","100","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","No","0","0","Yes","Yes","3","3","3","16","15","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","20/PDIP 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F16KA302","In Production ","$2.03","16","16","0","2048","512","24","28","No","0","Yes","False","3","1","13","12","100","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","No","0","0","Yes","Yes","3","3","3","16","15","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F16KA304","In Production ","$2.30","16","16","0","2048","512","38","44","No","0","Yes","False","3","1","16","12","100","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","No","0","0","Yes","Yes","3","3","3","16","15","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","44/QFN 44/TQFP 48/UQFN"
"PIC24F16KL401","In Production ","$1.43","16","16","0","1024","512","18","20","0","0","Yes","False","2","1","12","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","3","6","3","10","15","0","0","No","No","GPIO","2","2","1","-40","85","1.8","3.6","20/PDIP 20/QFN 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F16KL402","In Production ","$1.47","16","16","0","1024","512","24","28","0","0","Yes","False","2","1","12","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","3","6","3","10","15","0","0","No","No","GPIO","2","2","1","-40","85","1.8","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F16KM102","In Production ","$1.79","16","16","0","1024","512","24","28","No","0","Yes","False","1","1","19","12","100","10","200","False","0","0","0","0","Yes","1","1","1","0","1","False","No","0","0","Yes","Yes","2","7","2","16","62","0","0","No","No","GPIO","0","5","2","-40","125","1.8","5.5","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F16KM104","In Production ","$2.06","16","16","0","1024","512","38","44","No","0","Yes","False","1","1","22","12","100","10","200","False","0","0","0","0","Yes","1","1","1","0","1","False","No","0","0","Yes","Yes","2","7","2","16","62","0","0","No","No","GPIO","0","5","2","-40","125","1.8","5.5","44/QFN 44/TQFP 48/UQFN"
"PIC24F16KM202","In Production ","$1.86","16","16","0","2048","512","24","28","No","0","Yes","False","3","1","19","12","100","10","200","False","2","2","8","2","Yes","2","2","2","0","2","False","No","0","0","Yes","Yes","5","16","5","16","62","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F16KM204","In Production ","$2.13","16","16","0","2048","512","38","44","No","0","Yes","False","3","1","22","12","100","10","200","False","2","2","8","2","Yes","2","2","2","0","2","False","No","0","0","Yes","Yes","5","16","5","16","62","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","44/QFN 44/TQFP 48/UQFN"
"PIC24F32KA301","In Production ","$2.00","16","32","0","2048","512","18","20","No","0","Yes","False","3","1","12","12","100","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","No","0","0","Yes","Yes","3","3","3","16","15","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","20/PDIP 20/SOIC 300mil 20/SSOP 208mil"
"PIC24F32KA302","In Production ","$2.17","16","32","0","2048","512","24","28","No","0","Yes","False","3","1","13","12","100","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","No","0","0","Yes","Yes","3","3","3","16","15","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24F32KA304","In Production ","$2.44","16","32","0","2048","512","38","44","No","0","Yes","False","3","1","16","12","100","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","No","0","0","Yes","Yes","3","3","3","16","15","0","0","No","No","GPIO","0","11","5","-40","125","1.8","5.5","44/QFN 44/TQFP 48/UQFN"
"PIC24FJ128GA006","In Production ","$2.42","16","128","0","8192","0","53","64","Yes","0","No","False","2","1","16","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","5","5","2","16","62","0","0","No","No","PMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GA008","In Production ","$2.69","16","128","0","8192","0","69","80","Yes","0","No","False","2","1","16","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","5","5","2","16","62","0","0","No","No","PMP","0","5","2","-40","85","2","3.6","80/TQFP"
"PIC24FJ128GA010","In Production ","$2.88","16","128","0","8192","0","85","100","Yes","0","No","False","2","1","16","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","5","5","2","16","62","0","0","No","No","PMP","0","5","2","-40","85","2","3.6","100/TQFP 128/LQFP"
"PIC24FJ128GA106","In Production ","$3.35","16","128","0","16384","0","53","64","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","0","0","Yes","Yes","9","9","9","16","15","0","0","No","No","PMP","0","23","11","-40","125","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GA108","In Production ","$3.61","16","128","0","16384","0","69","80","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","0","0","Yes","Yes","9","9","9","16","15","0","0","No","No","PMP","0","23","11","-40","125","2","3.6","80/TQFP"
"PIC24FJ128GA110","In Production ","$3.82","16","128","0","16384","0","85","100","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","0","0","Yes","Yes","9","9","9","16","15","0","0","No","No","PMP","0","23","11","-40","125","2","3.6","100/TQFP"
"PIC24FJ128GB106","In Production ","$3.53","16","128","0","16384","0","52","64","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","No","No","PMP","0","23","11","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GB108","In Production ","$3.79","16","128","0","16384","0","68","80","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","No","No","PMP","0","23","11","-40","85","2","3.6","80/TQFP"
"PIC24FJ128GB110","In Production ","$4.00","16","128","0","16384","0","84","100","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","No","No","PMP","0","23","11","-40","85","2","3.6","100/TQFP"
"PIC24FJ16GA002","In Production ","$1.62","16","16","0","4096","0","21","28","No","0","No","False","2","1","10","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","Yes","0","0","Yes","Yes","5","5","2","16","62","0","0","No","No","PMP","0","5","2","-40","125","2","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ16GA004","In Production ","$1.88","16","16","0","4096","0","35","44","No","0","No","False","2","1","13","10","500","0","0","False","0","0","0","0","No","2","2","2","0","0","False","Yes","0","0","Yes","Yes","5","5","2","16","62","0","0","No","No","PMP","0","5","2","-40","125","2","3.6","44/QFN 44/TQFP"
